"specification_id","adjustment_id","construction_id","fixed_effect","instrument","tested_covariates","n_tested_covariates","joint_f","joint_p","n","status","reason","construct_id","treatment","analysis_id","analysis_scope","domain","margin","source_side","paper_role","label"
"absorption__region_fe_plus_basic_scale_geography","region_fe_plus_basic_scale_geography","nonzero_mean","region","ling_distance_nonzero_mean","adult_secondary_plus_share_2001;sc_share_2001;st_share_2001;muslim_share_2001;dependency_ratio_2001;electricity_access_share_2001;literacy_share_2001;worker_share_2001;cultivator_share_workers_2001;agricultural_labourer_share_workers_2001",10,9.45185128847108,2.80308321096558e-14,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","dise_weak_iv__emi_total_0508_pooled__absorption__region_fe_plus_basic_scale_geography","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"absorption__region_fe_plus_social_composition","region_fe_plus_social_composition","nonzero_mean","region","ling_distance_nonzero_mean","adult_secondary_plus_share_2001;dependency_ratio_2001;electricity_access_share_2001;literacy_share_2001;worker_share_2001;cultivator_share_workers_2001;agricultural_labourer_share_workers_2001",7,10.5219569742825,3.00710649404903e-12,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","dise_weak_iv__emi_total_0508_pooled__absorption__region_fe_plus_social_composition","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"absorption__region_fe_plus_human_capital","region_fe_plus_human_capital","nonzero_mean","region","ling_distance_nonzero_mean","dependency_ratio_2001;electricity_access_share_2001;worker_share_2001;cultivator_share_workers_2001;agricultural_labourer_share_workers_2001",5,8.97221417631347,3.94716545531272e-08,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","dise_weak_iv__emi_total_0508_pooled__absorption__region_fe_plus_human_capital","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"absorption__region_fe_plus_demography","region_fe_plus_demography","nonzero_mean","region","ling_distance_nonzero_mean","electricity_access_share_2001;worker_share_2001;cultivator_share_workers_2001;agricultural_labourer_share_workers_2001",4,10.9416854174232,1.82284807931763e-08,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","dise_weak_iv__emi_total_0508_pooled__absorption__region_fe_plus_demography","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"absorption__region_fe_plus_economic_structure","region_fe_plus_economic_structure","nonzero_mean","region","ling_distance_nonzero_mean","electricity_access_share_2001",1,2.15399330428634,0.142915680825279,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","dise_weak_iv__emi_total_0508_pooled__absorption__region_fe_plus_economic_structure","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"absorption__state_fe_plus_basic_scale_geography","state_fe_plus_basic_scale_geography","nonzero_mean","state","ling_distance_nonzero_mean","adult_secondary_plus_share_2001;sc_share_2001;st_share_2001;muslim_share_2001;dependency_ratio_2001;electricity_access_share_2001;literacy_share_2001;worker_share_2001;cultivator_share_workers_2001;agricultural_labourer_share_workers_2001",10,3.14651070096014,0.00067797411582063,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","dise_weak_iv__emi_total_0508_pooled__absorption__state_fe_plus_basic_scale_geography","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"absorption__state_fe_plus_social_composition","state_fe_plus_social_composition","nonzero_mean","state","ling_distance_nonzero_mean","adult_secondary_plus_share_2001;dependency_ratio_2001;electricity_access_share_2001;literacy_share_2001;worker_share_2001;cultivator_share_workers_2001;agricultural_labourer_share_workers_2001",7,1.25117785029969,0.27345498013253,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","dise_weak_iv__emi_total_0508_pooled__absorption__state_fe_plus_social_composition","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"absorption__state_fe_plus_human_capital","state_fe_plus_human_capital","nonzero_mean","state","ling_distance_nonzero_mean","dependency_ratio_2001;electricity_access_share_2001;worker_share_2001;cultivator_share_workers_2001;agricultural_labourer_share_workers_2001",5,1.65169625952871,0.145198115820892,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","dise_weak_iv__emi_total_0508_pooled__absorption__state_fe_plus_human_capital","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"absorption__state_fe_plus_demography","state_fe_plus_demography","nonzero_mean","state","ling_distance_nonzero_mean","electricity_access_share_2001;worker_share_2001;cultivator_share_workers_2001;agricultural_labourer_share_workers_2001",4,1.89127958875176,0.111049315424536,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","dise_weak_iv__emi_total_0508_pooled__absorption__state_fe_plus_demography","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"absorption__state_fe_plus_economic_structure","state_fe_plus_economic_structure","nonzero_mean","state","ling_distance_nonzero_mean","electricity_access_share_2001",1,1.61441138527087,0.20458462305866,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","dise_weak_iv__emi_total_0508_pooled__absorption__state_fe_plus_economic_structure","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"absorption__region_main_without_basic_scale_geography","region_main_without_basic_scale_geography","nonzero_mean","region","ling_distance_nonzero_mean","log_population_2001;urban_share_2001;log_population_density_2001;literacy_share_2001;worker_share_2001;cultivator_share_workers_2001;agricultural_labourer_share_workers_2001",7,10.375672932483,4.53041388729032e-12,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","dise_weak_iv__emi_total_0508_pooled__absorption__region_main_without_basic_scale_geography","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"absorption__region_block_only_social_composition","region_block_only_social_composition","nonzero_mean","region","ling_distance_nonzero_mean","log_population_2001;urban_share_2001;adult_secondary_plus_share_2001;dependency_ratio_2001;electricity_access_share_2001;log_population_density_2001;literacy_share_2001;worker_share_2001;cultivator_share_workers_2001;agricultural_labourer_share_workers_2001",10,9.281084283644,5.3437303979443e-14,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","dise_weak_iv__emi_total_0508_pooled__absorption__region_block_only_social_composition","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"absorption__region_main_without_social_composition","region_main_without_social_composition","nonzero_mean","region","ling_distance_nonzero_mean","sc_share_2001;st_share_2001;muslim_share_2001;literacy_share_2001;worker_share_2001;cultivator_share_workers_2001;agricultural_labourer_share_workers_2001",7,11.9457490276404,5.70180513992909e-14,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","dise_weak_iv__emi_total_0508_pooled__absorption__region_main_without_social_composition","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"absorption__region_block_only_human_capital","region_block_only_human_capital","nonzero_mean","region","ling_distance_nonzero_mean","log_population_2001;urban_share_2001;sc_share_2001;st_share_2001;muslim_share_2001;dependency_ratio_2001;electricity_access_share_2001;log_population_density_2001;literacy_share_2001;worker_share_2001;cultivator_share_workers_2001;agricultural_labourer_share_workers_2001",12,9.8823103631305,3.45649656310757e-17,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","dise_weak_iv__emi_total_0508_pooled__absorption__region_block_only_human_capital","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"absorption__region_block_only_demography","region_block_only_demography","nonzero_mean","region","ling_distance_nonzero_mean","log_population_2001;urban_share_2001;adult_secondary_plus_share_2001;sc_share_2001;st_share_2001;muslim_share_2001;electricity_access_share_2001;log_population_density_2001;literacy_share_2001;worker_share_2001;cultivator_share_workers_2001;agricultural_labourer_share_workers_2001",12,9.65135739042106,9.41933585996307e-17,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","dise_weak_iv__emi_total_0508_pooled__absorption__region_block_only_demography","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"absorption__region_main_without_demography","region_main_without_demography","nonzero_mean","region","ling_distance_nonzero_mean","dependency_ratio_2001;literacy_share_2001;worker_share_2001;cultivator_share_workers_2001;agricultural_labourer_share_workers_2001",5,12.4989589956084,2.33691588205973e-11,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","dise_weak_iv__emi_total_0508_pooled__absorption__region_main_without_demography","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"absorption__region_block_only_economic_structure","region_block_only_economic_structure","nonzero_mean","region","ling_distance_nonzero_mean","log_population_2001;urban_share_2001;adult_secondary_plus_share_2001;sc_share_2001;st_share_2001;muslim_share_2001;dependency_ratio_2001;electricity_access_share_2001;log_population_density_2001;literacy_share_2001;worker_share_2001;cultivator_share_workers_2001;agricultural_labourer_share_workers_2001",13,9.73340155331974,5.91819721102291e-18,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","dise_weak_iv__emi_total_0508_pooled__absorption__region_block_only_economic_structure","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"absorption__region_main_without_economic_structure","region_main_without_economic_structure","nonzero_mean","region","ling_distance_nonzero_mean","literacy_share_2001;worker_share_2001;cultivator_share_workers_2001;agricultural_labourer_share_workers_2001",4,15.6021278266665,6.03924502159319e-12,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","dise_weak_iv__emi_total_0508_pooled__absorption__region_main_without_economic_structure","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"absorption__region_block_only_basic_development","region_block_only_basic_development","nonzero_mean","region","ling_distance_nonzero_mean","log_population_2001;urban_share_2001;adult_secondary_plus_share_2001;sc_share_2001;st_share_2001;muslim_share_2001;dependency_ratio_2001;log_population_density_2001;literacy_share_2001;worker_share_2001;cultivator_share_workers_2001;agricultural_labourer_share_workers_2001",12,9.19102522947119,7.0060430080387e-16,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","dise_weak_iv__emi_total_0508_pooled__absorption__region_block_only_basic_development","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"absorption__region_main_without_basic_development","region_main_without_basic_development","nonzero_mean","region","ling_distance_nonzero_mean","electricity_access_share_2001;literacy_share_2001;worker_share_2001;cultivator_share_workers_2001;agricultural_labourer_share_workers_2001",5,13.6691997856437,2.05041902280434e-12,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","dise_weak_iv__emi_total_0508_pooled__absorption__region_main_without_basic_development","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
